feature,vif
AveBedrms,36.30708680097
AveOccup,35.82456399318629
AveRooms,12.821806848964382
Latitude,8.798267056193287
Longitude,8.681823214711798
Population,6.345430763650748
MedInc,1.7409979730620164
HouseAge,1.2576287796182586
