mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__alpha,param_model,param_feature_selection__threshold,param_model__subsample,param_model__max_depth,param_model__learning_rate,param_model__l1_ratio,param_model__min_samples_leaf,param_model__epsilon,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_train_r2,split1_train_r2,split2_train_r2,split3_train_r2,split4_train_r2,mean_train_r2,std_train_r2,split0_test_neg_rmse,split1_test_neg_rmse,split2_test_neg_rmse,split3_test_neg_rmse,split4_test_neg_rmse,mean_test_neg_rmse,std_test_neg_rmse,rank_test_neg_rmse,split0_train_neg_rmse,split1_train_neg_rmse,split2_train_neg_rmse,split3_train_neg_rmse,split4_train_neg_rmse,mean_train_neg_rmse,std_train_neg_rmse,split0_test_neg_mae,split1_test_neg_mae,split2_test_neg_mae,split3_test_neg_mae,split4_test_neg_mae,mean_test_neg_mae,std_test_neg_mae,rank_test_neg_mae,split0_train_neg_mae,split1_train_neg_mae,split2_train_neg_mae,split3_train_neg_mae,split4_train_neg_mae,mean_train_neg_mae,std_train_neg_mae
2.053948163986206,0.0029823172294949473,0.023495197296142578,0.00019390986261428342,,"RandomForestRegressor(n_estimators=150, n_jobs=1, random_state=42)",1.25*median,,,,,1.0,,"{'model__min_samples_leaf': 1, 'model__max_depth': None, 'model': RandomForestRegressor(n_estimators=150, n_jobs=1, random_state=42), 'feature_selection__threshold': '1.25*median'}",0.8472570707183286,0.8907049121505143,0.914759821121101,0.8272916595179545,0.9195572706151017,0.8799141468246001,0.036709262284918505,11,0.9842439792024593,0.9831813527722075,0.982028895558422,0.9849818778279262,0.9815197381468829,0.9831911687015795,0.0013007462809397116,-0.15071432737862783,-0.12424750558792023,-0.11919774562322706,-0.16957080466107594,-0.10770585566451495,-0.13428724778307322,0.022582463265727364,11,-0.04946853898397874,-0.0514152218164851,-0.052059884232892394,-0.04755267087035319,-0.05368516198124788,-0.050836295576991465,0.002126090961868735,-0.1021420899320868,-0.08758982996936017,-0.08429446970261802,-0.11453946234435473,-0.08008592030940635,-0.09373035445156522,0.012780366270648939,11,-0.03404526404845944,-0.035059248663853265,-0.03583909534492309,-0.03341541078491404,-0.03595131601161173,-0.034862066970752316,0.000993972803544687
1.9486353397369385,0.018881600543551133,0.022903919219970703,0.00023491846098605884,,"RandomForestRegressor(n_estimators=150, n_jobs=1, random_state=42)",0.75*median,,12,,,2.0,,"{'model__min_samples_leaf': 2, 'model__max_depth': 12, 'model': RandomForestRegressor(n_estimators=150, n_jobs=1, random_state=42), 'feature_selection__threshold': '0.75*median'}",0.8475170978571249,0.889063239705021,0.9143641708034203,0.8286583259222587,0.9172850546891443,0.8793775777953938,0.03561567978813396,12,0.9770797073905799,0.9743433524860172,0.9729223434436594,0.9783284383499264,0.9724361649677107,0.9750220013275787,0.0023118112891902178,-0.15058598589417957,-0.12517716061645565,-0.11947405914144833,-0.16889855280099714,-0.1092164132779522,-0.13467043434620657,0.021880713553475664,12,-0.0596644841520889,-0.06350327698610199,-0.06390301539084811,-0.057123157096701786,-0.06556469247558482,-0.06195172522026512,0.0030924074902166907,-0.10219670485181488,-0.08870829717641823,-0.08533638576430946,-0.11396657561541464,-0.08093956476438365,-0.09422950563446816,0.012159128644720107,14,-0.039493970502564556,-0.040969827267973685,-0.04155647230283636,-0.03851108285042171,-0.0417619287828076,-0.04045865634132078,0.0012560792911518108
1.1554314613342285,0.010653075432169859,0.019307422637939452,0.0010134031152397042,10.0,Ridge(),1.25*median,,,,,,,"{'model__alpha': 10, 'model': Ridge(), 'feature_selection__threshold': '1.25*median'}",0.6950323338568452,0.9230345567090604,0.9240033396685413,0.8601589739732101,0.925199974535126,0.8654858357485565,0.08875213088569575,13,0.9297446888079312,0.9161614253380413,0.9144257597881611,0.9280380778363119,0.918071033847343,0.9212881971235578,0.006337193636194563,-0.2129613936309243,-0.10426420696503352,-0.11254938320736309,-0.15258495935118802,-0.1038596343730979,-0.13724391550552134,0.04190578825774438,14,-0.10445888652877969,-0.11479371905521785,-0.11360235640947987,-0.10409226912510727,-0.1130365632559127,-0.10999675887489949,0.004707071288074548,-0.09880389753701767,-0.07717077155460432,-0.08068271531903155,-0.10066053949793628,-0.0780883755725548,-0.08708125989622892,0.010410073852700812,6,-0.07518887207245464,-0.08161369773006412,-0.07943752189877201,-0.07568859813805738,-0.07939216304376452,-0.07826417057662254,0.0024478352378701964
1.1674401760101318,0.033053030221771904,0.01831679344177246,0.0003848390022793637,0.001,Lasso(max_iter=5000),0.75*median,,,,,,,"{'model__alpha': 0.001, 'model': Lasso(max_iter=5000), 'feature_selection__threshold': '0.75*median'}",0.6655716651870032,0.9283535206865927,0.9257645892330835,0.8693293652831658,0.9266387704749934,0.8631315821729677,0.10127022377567732,14,0.9280960052682777,0.9193869108627151,0.9172232484227676,0.9301831453675542,0.9191401249062665,0.9228058869655161,0.005266922352820381,-0.2230106046933312,-0.10059694312592499,-0.11123755217337454,-0.14749708105117246,-0.1028559020315019,-0.137039616615061,0.04617945577159947,13,-0.10567744891989614,-0.1125638568149391,-0.1117300526956124,-0.10252912189692387,-0.11229663445401036,-0.10895942295627639,0.004096960787314406,-0.09891432150492813,-0.07409516697053734,-0.08305582038687005,-0.09536172803260254,-0.0779061646405177,-0.08586664030709115,0.00969779502289838,3,-0.07512219376525274,-0.08051481891028767,-0.07805454739191313,-0.07477471202048806,-0.07940484908599674,-0.07757422423478769,0.002283800200904383
1.1382707118988038,0.009459040813100032,0.019772815704345702,0.001816872785299894,0.05,ElasticNet(max_iter=5000),median,,,,0.9,,,"{'model__l1_ratio': 0.9, 'model__alpha': 0.05, 'model': ElasticNet(max_iter=5000), 'feature_selection__threshold': 'median'}",0.678354907882256,0.8063165459625603,0.8065722707869754,0.7658266736444885,0.8131979421024542,0.7740536680757468,0.05070811205487999,15,0.826046677281196,0.7835092825443445,0.7752321034715826,0.7955801536450742,0.7840181544188667,0.7928772742722128,0.017805112631204306,-0.21870688074072378,-0.16539928107458926,-0.17955819547309712,-0.19745272783316883,-0.1641295371100724,-0.18504932444633027,0.020691011166171388,15,-0.1643698563676059,-0.18446578441790826,-0.18411236409051426,-0.17544000339074123,-0.18353074667418162,-0.17838375098819026,0.00776343475096261,-0.13309688952039755,-0.1217372505534934,-0.1288513993651137,-0.13351818857706915,-0.12225370681878378,-0.1278914869669715,0.0050859927132601455,15,-0.11623246705688779,-0.1298540307183055,-0.13088863319475302,-0.12391343184703611,-0.12613222150572587,-0.12540415686454168,0.00522978185125233
1.1544904232025146,0.005086259425827584,0.01972541809082031,0.001242414607807536,0.1,ElasticNet(max_iter=5000),0.75*median,,,,0.5,,,"{'model__l1_ratio': 0.5, 'model__alpha': 0.1, 'model': ElasticNet(max_iter=5000), 'feature_selection__threshold': '0.75*median'}",0.6856197109785998,0.7930224266570951,0.7884665775363505,0.7532811499002814,0.7974380372931996,0.7635655804731053,0.04199151546763194,16,0.8129427898429974,0.7709533050378803,0.7625687654083608,0.7811305235829955,0.7715994013861285,0.7798389570516725,0.01756494519350033,-0.21622287444896668,-0.17098145253636968,-0.1877739592337391,-0.20267285790633316,-0.17091290846276097,-0.18971281051763392,0.017769668265653293,16,-0.17044844271975476,-0.18973969488753145,-0.1892277124718926,-0.18153471920833977,-0.188733427254249,-0.18393679930835352,0.007380796042790736,-0.13473620142481688,-0.12594351554719468,-0.13549497191220677,-0.1379742548026488,-0.126760162181426,-0.13218182117365865,0.004885999528189382,16,-0.12100131473823594,-0.13467599247111134,-0.13533827147584826,-0.1289757606525144,-0.13117346989341008,-0.130232961846224,0.005167071242062216
1.1496997833251954,0.009239536187322804,0.018784809112548827,0.00013183192723298717,5000.0,Ridge(),0.75*median,,,,,,,"{'model__alpha': 5000, 'model': Ridge(), 'feature_selection__threshold': '0.75*median'}",0.6736501862192406,0.7529873798324386,0.7221898593876085,0.6867964456751874,0.7168521132301235,0.7104951968689196,0.027935449693792035,17,0.7516958680839063,0.7186882439390732,0.7158696886874254,0.7076739323318658,0.7057064416747663,0.7199268349434074,0.016610955524733077,-0.22030059326376172,-0.18678712089337407,-0.21518892333783696,-0.2283535493878664,-0.20207034309779986,-0.21054010599612782,0.014629686016414898,17,-0.19638023914093253,-0.21027620190799692,-0.20700202669689446,-0.20979777141295067,-0.21423507977848918,-0.20753826378745271,0.006037186240444412,-0.1512692387461022,-0.1356389002718952,-0.15631293704536264,-0.16026426088249282,-0.14674199802528523,-0.1500454669942276,0.00852835996692433,17,-0.13996285854546175,-0.14940405800155654,-0.14794225909718478,-0.15213378771852712,-0.15340125230261825,-0.14856884313306967,0.004716230919538014
1.1257492065429688,0.012749637442603566,0.01882514953613281,0.00015837782817302654,1.0,ElasticNet(max_iter=5000),0.75*median,,,,0.7,,,"{'model__l1_ratio': 0.7, 'model__alpha': 1.0, 'model': ElasticNet(max_iter=5000), 'feature_selection__threshold': '0.75*median'}",0.007443450798633067,0.031761228942140174,0.024034895407747947,0.03039531776490967,-0.006156988264247154,0.01749558092983674,0.014650350897652062,18,0.033969858269539244,0.026213916009481864,0.029756796461707258,0.021600050453091546,0.0328808677565936,0.028884297790082704,0.004534047836978376,-0.38419491435854863,-0.3698099494277697,-0.40333230694560723,-0.40178320378279947,-0.38091562752464525,-0.38800720040787406,0.012810940898246043,18,-0.38734785020655743,-0.3912262304135447,-0.38252173643014503,-0.3838179743978409,-0.3883650994423703,-0.38665577817809166,0.0031443030382782397,-0.3096172320466885,-0.28509433436272796,-0.31337445406768166,-0.30957077813697526,-0.29764687163929265,-0.3030607340506732,0.010429214587138842,19,-0.29960842536596016,-0.3064059239285883,-0.29892015013209033,-0.3008269554935675,-0.3029678174063538,-0.30174585446531205,0.002705809464306622
1.1325050354003907,0.01012446722414243,0.020146799087524415,0.0025897065018463195,1.0,ElasticNet(max_iter=5000),median,,,,0.9,,,"{'model__l1_ratio': 0.9, 'model__alpha': 1.0, 'model': ElasticNet(max_iter=5000), 'feature_selection__threshold': 'median'}",0.008567098840194909,0.029367230059726745,0.023252275211651074,0.02729281435939268,-0.006122342926395907,0.016471415108913902,0.013433844621334772,19,0.03277049493871309,0.024969723722183756,0.028451202640383144,0.02036995522215923,0.03164897842753822,0.02764207099019549,0.00453951189224278,-0.3839773841272676,-0.37026685017363464,-0.4034939893420336,-0.402425495543762,-0.38090906937101315,-0.38821455771154223,0.012875214877936768,19,-0.387588229197642,-0.3914760826572606,-0.38277901734593,-0.38405917655441274,-0.38861236503374474,-0.386902974157798,0.0031432186554368343,-0.3093198793144436,-0.2856022632718309,-0.3134310175191919,-0.309843489787349,-0.29780471031301436,-0.30320027204116595,0.010247459072827656,20,-0.2997792070392014,-0.30652534988264796,-0.29905227901394743,-0.30099238597771155,-0.30305383313939277,-0.3018806110105802,0.0026890278390656547
1.283795166015625,0.02646792381493521,0.018929815292358397,9.71981522795418e-05,0.01,HuberRegressor(max_iter=500),median,,,,,,2.0,"{'model__epsilon': 2.0, 'model__alpha': 0.01, 'model': HuberRegressor(max_iter=500), 'feature_selection__threshold': 'median'}",-0.06778284867436635,-0.35000592412256926,-0.012181673772877266,-0.12520001470312536,-0.4416374806599974,-0.19936158838658713,0.16687752877872564,20,0.2672313522427897,-0.0756143093628352,0.09174056654824125,0.25017883415873843,0.21433995974179731,0.1495752806657463,0.1282292442654777,-0.39848818789340174,-0.4366718478327523,-0.41074766231954435,-0.4328219626528608,-0.4559570644848111,-0.42693734503667413,0.02021382573719337,20,-0.3373566309996609,-0.41117288647913985,-0.37010143805222845,-0.33600515935552094,-0.3500398910309902,-0.3609352011835081,0.027942829717033955,-0.28891431471774476,-0.29744526741504157,-0.29736492269500214,-0.2961748918385848,-0.2727412985522887,-0.29052813904373237,0.009438752209363526,18,-0.25225811469016546,-0.2744502223640825,-0.2695880076425075,-0.2427386999579776,-0.22247494858794162,-0.2523019986485349,0.018817340107769764
