model,train_rmse_mean,cv_rmse_mean,cv_rmse_std,train_mae_mean,cv_mae_mean,train_r2_mean,cv_r2_mean,generalization_gap_rmse,fit_time_mean,rmse_improvement_vs_dummy_pct
simple_ridge,19966.295683922403,24700.325896014412,2609.8383210105603,12611.516628639169,14533.03478627938,0.9322121819952689,0.8958478827279486,4734.03021209201,0.03609895706176758,68.86465686754642
simple_hist_gradient_boosting,7544.612907124398,26414.79300735348,586.9695641535018,3602.645585873805,15171.687768029216,0.9902570676880904,0.8824387764380623,18870.18010022908,2.7693164348602295,66.70353065303514
knn_ridge_splines,23727.31607901369,27763.947361067985,529.4523976729688,14293.064245606114,15996.417228768398,0.905109373330968,0.8703029995961029,4036.6312820542953,0.04877650737762451,65.0028897822067
mice_huber_robust,26276.79404826957,28381.62566184262,505.02267303181907,15473.931341000829,17597.372665131374,0.883136357106663,0.8644690492381166,2104.8316135730493,0.27952635288238525,64.2242917215555
mice_random_forest,16455.105440311352,29584.9081857935,70.0721938724455,9514.021509853148,17268.17965714765,0.9544019242341995,0.852688747488927,13129.80274548215,0.44824135303497314,62.70752573125168
simple_elastic_interactions,11862.877266177526,67368.61881424201,32026.426188618752,8172.4186582049815,21340.133183640268,0.9763208549622908,0.052535258219798375,55505.741548064485,1.1779383420944214,15.080267686696882
dummy_median,79243.41768308324,79332.11396108978,299.02727837651037,54081.71032423208,54210.65315699659,-0.056580041536630765,-0.05929220713899952,88.69627800653689,0.0015064477920532227,0.0
simple_ridge_polynomial,14756.199509907012,142426043.48300454,142003846.86928752,9777.394669357018,4185856.3589597913,0.9633155278510037,-6911051.456055164,142411287.28349462,0.05547142028808594,-179431.38567927308
