train_size,train_rmse,train_rmse_std,cv_rmse,cv_rmse_std
56,46.38694187775265,3.786172932857198,58.88056552618191,1.487795326000185
112,50.54999052785997,1.4257155132119599,57.74338090305609,3.8834737298898827
169,50.94328521378658,0.7046833750584873,56.27433309332217,2.635607429282363
225,51.76288506353798,0.8879017786501627,55.51988914974788,2.2497587806167663
282,52.754148999677646,0.4562028707788294,55.30504585377199,1.93641153564923
