mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__subsample,param_model__n_estimators,param_model__min_samples_leaf,param_model__max_depth,param_model__learning_rate,param_model,param_feature_selection__threshold,param_model__max_features,param_model__alpha,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_train_r2,split1_train_r2,split2_train_r2,split3_train_r2,split4_train_r2,mean_train_r2,std_train_r2,split0_test_neg_rmse,split1_test_neg_rmse,split2_test_neg_rmse,split3_test_neg_rmse,split4_test_neg_rmse,mean_test_neg_rmse,std_test_neg_rmse,rank_test_neg_rmse,split0_train_neg_rmse,split1_train_neg_rmse,split2_train_neg_rmse,split3_train_neg_rmse,split4_train_neg_rmse,mean_train_neg_rmse,std_train_neg_rmse,split0_test_neg_mae,split1_test_neg_mae,split2_test_neg_mae,split3_test_neg_mae,split4_test_neg_mae,mean_test_neg_mae,std_test_neg_mae,rank_test_neg_mae,split0_train_neg_mae,split1_train_neg_mae,split2_train_neg_mae,split3_train_neg_mae,split4_train_neg_mae,mean_train_neg_mae,std_train_neg_mae
0.22594037055969238,0.0051579298117143315,0.011687469482421876,0.00023585955569704314,0.8,200.0,1.0,4,0.05,GradientBoostingRegressor(random_state=42),1.25*median,,,"{'model__subsample': 0.8, 'model__n_estimators': 200, 'model__min_samples_leaf': 1, 'model__max_depth': 4, 'model__learning_rate': 0.05, 'model': GradientBoostingRegressor(random_state=42), 'feature_selection__threshold': '1.25*median'}",0.8485744962504811,0.8951102823423867,0.755745705565493,0.8506838096719179,0.865273399892776,0.843077538744611,0.0467225505384428,11,0.9934295522112873,0.9918132708385803,0.9920275046370914,0.992232179063983,0.9914101700901244,0.9921825353682132,0.000680360852294481,-3.2812097099765376,-3.209642666775954,-4.658358138783798,-3.9961333625384112,-2.987978972357433,-3.626664570086427,0.6167762040234883,10,-0.7725176676853236,-0.8289631792435451,-0.8295941894795581,-0.7958542301178118,-0.8867928999192908,-0.8227444332891058,0.0385580317142957,-2.213079650963721,-2.2948777865365515,-2.731968689279222,-2.3020450786863527,-2.23879105460306,-2.3561524520137818,0.19087355011766374,6,-0.6192131928640603,-0.6820982521369933,-0.6698323488115583,-0.6427056120207554,-0.7199924296517253,-0.6667683670970185,0.03440263063284683
0.43271989822387696,0.00733952151966152,0.021385717391967773,0.0003139350926587432,,400.0,1.0,,,"RandomForestRegressor(n_jobs=1, random_state=42)",median,0.75,,"{'model__n_estimators': 400, 'model__min_samples_leaf': 1, 'model__max_features': 0.75, 'model__max_depth': None, 'model': RandomForestRegressor(n_jobs=1, random_state=42), 'feature_selection__threshold': 'median'}",0.8246803165236971,0.8926033539125923,0.7646209318768588,0.8568709688765147,0.8707958828011706,0.8419142907981666,0.044493826308414405,12,0.9780023661580385,0.9768732594193419,0.9791686977103838,0.9779155173805449,0.9777646392735377,0.9779448959883694,0.0007324962794613996,-3.530610540703047,-3.2477723929185296,-4.572941966267658,-3.9124643092877713,-2.926099151654383,-3.637977672166278,0.5692205256384241,12,-1.413510115408528,-1.3932762799181901,-1.3409938140956241,-1.3419228277291142,-1.426763579952438,-1.3832933234207787,0.03578587303479197,-2.346234567901232,-2.386817901234564,-2.780679012345685,-2.3163240740740827,-2.117275000000004,-2.3894661111111133,0.21650001015522174,9,-0.9069999999999981,-0.9075046439628544,-0.8762585139318922,-0.9056261609907136,-0.9209359567901259,-0.9034650551351169,0.014689539002268118
0.26624670028686526,0.0030294645644600078,0.011828327178955078,3.867928324183251e-05,0.8,200.0,4.0,5,0.2,GradientBoostingRegressor(random_state=42),median,,,"{'model__subsample': 0.8, 'model__n_estimators': 200, 'model__min_samples_leaf': 4, 'model__max_depth': 5, 'model__learning_rate': 0.2, 'model': GradientBoostingRegressor(random_state=42), 'feature_selection__threshold': 'median'}",0.847606060709805,0.9077605765447795,0.7673298974950089,0.8235253396894276,0.8558724972632538,0.840418874340455,0.04572256557640518,13,0.9999710036696212,0.9999902672571648,0.9999849040300609,0.9999935878833506,0.9999905612218627,0.9999860648124119,8.033184599226815e-06,-3.291685407881953,-3.009875391781565,-4.546550936039983,-4.344378946659727,-3.09046829537549,-3.656591795547744,0.6537542402290426,13,-0.05131950467943513,-0.028582331586066413,-0.036099324477789,-0.02286570695877538,-0.029395971259625304,-0.033652567792338245,0.009780486216163372,-2.345030573933199,-2.311171642495862,-2.9499345483417034,-2.701032100402545,-2.1800937342774107,-2.497452519890144,0.2845467432148599,14,-0.03734696337139809,-0.020839218313903472,-0.026847934780257876,-0.016604797728935007,-0.02126099009328007,-0.024579980857554903,0.00716591944610923
0.18320307731628419,0.001662969795008274,0.011496829986572265,0.00010625355024232067,0.7,100.0,2.0,4,0.2,GradientBoostingRegressor(random_state=42),1.25*median,,,"{'model__subsample': 0.7, 'model__n_estimators': 100, 'model__min_samples_leaf': 2, 'model__max_depth': 4, 'model__learning_rate': 0.2, 'model': GradientBoostingRegressor(random_state=42), 'feature_selection__threshold': '1.25*median'}",0.8577272717534148,0.8688736828331155,0.7662781378704793,0.8478273295017997,0.8592700097209911,0.8399952863359601,0.03745786681244548,14,0.9978562180819711,0.9976225964712125,0.9973871143047902,0.9976813536417377,0.9975870416222123,0.9976268648243847,0.00015143075374435608,-3.1804993002836826,-3.5886835030115245,-4.556815441114696,-4.034176118970816,-3.0538253124027763,-3.682799935156699,0.5557231745876354,14,-0.441266784598268,-0.4467159719109296,-0.47492908788048444,-0.4348116618329189,-0.4700075566466197,-0.4535462125738441,0.01597888065821023,-2.3226138239901744,-2.5777242278310193,-2.774419854304961,-2.5537494441516317,-2.272314460474454,-2.5001643621504486,0.18305340207116552,15,-0.3484645916266839,-0.35531238821060096,-0.37723208548337567,-0.34350000743487985,-0.3639801324744531,-0.35769784104599867,0.011946343797576099
0.26817951202392576,0.0025098309784605637,0.01608266830444336,0.00010870282991743903,,200.0,2.0,8,,"RandomForestRegressor(n_jobs=1, random_state=42)",median,0.75,,"{'model__n_estimators': 200, 'model__min_samples_leaf': 2, 'model__max_features': 0.75, 'model__max_depth': 8, 'model': RandomForestRegressor(n_jobs=1, random_state=42), 'feature_selection__threshold': 'median'}",0.8302045814747541,0.8733741921755056,0.7388814589574553,0.850861949875285,0.8703644489949058,0.8327373262955812,0.049418611557182114,15,0.9550716328506988,0.9551698062579382,0.958781502616591,0.9543277372458285,0.9546134703273331,0.9555928298596779,0.0016234428635272724,-3.474541141142663,-3.5265605171462173,-4.816489586184745,-3.993748877446629,-2.9309804434516367,-3.748464113074378,0.63141073436922,15,-2.0200924892086523,-1.9398374386917137,-1.8863168390983673,-1.9297906168268353,-2.038418788809737,-1.9628912345270613,0.05738843336926906,-2.3372370528538404,-2.545516243153235,-2.9015563538906153,-2.348908984869383,-2.159877458221255,-2.458619218597666,0.2528877235598077,13,-1.2755131469480432,-1.2507162200011563,-1.242205859679167,-1.273688985667206,-1.307013709461965,-1.2698275843515074,0.02261967225269657
0.354661226272583,0.015497711819003467,0.011910963058471679,0.00011694497167574854,1.0,400.0,4.0,5,0.2,GradientBoostingRegressor(random_state=42),1.25*median,,,"{'model__subsample': 1.0, 'model__n_estimators': 400, 'model__min_samples_leaf': 4, 'model__max_depth': 5, 'model__learning_rate': 0.2, 'model': GradientBoostingRegressor(random_state=42), 'feature_selection__threshold': '1.25*median'}",0.841038339403555,0.8769407403616946,0.7734189317203766,0.8177930756622196,0.8468986547219121,0.8312179483739515,0.03450754083427605,16,0.9999995609631961,0.9999999003613737,0.9999995626187912,0.9999998912380956,0.9999995640720424,0.9999996958506998,1.632861566988902e-07,-3.361868098040173,-3.4765411587146273,-4.48666434456126,-4.414372338176619,-3.185226828929184,-3.784934553684373,0.5517893966059847,16,-0.006314826174328795,-0.0028919707414502365,-0.006144670851220048,-0.002977983778017236,-0.0063173841509162176,-0.0049293671391865065,0.001629842457365005,-2.3943592512036185,-2.4380965582398457,-2.852320275442303,-2.588085553381128,-2.366627057526025,-2.527897739158584,0.17931958490001979,16,-0.004216974060570507,-0.0018710055763477812,-0.004121195765458686,-0.0019191130875416908,-0.0041558047353811274,-0.0032568186450599584,0.0011123988708033367
0.22571558952331544,0.0037873206825246118,0.01577296257019043,0.00019512911798563772,,200.0,4.0,,,"RandomForestRegressor(n_jobs=1, random_state=42)",1.25*median,0.5,,"{'model__n_estimators': 200, 'model__min_samples_leaf': 4, 'model__max_features': 0.5, 'model__max_depth': None, 'model': RandomForestRegressor(n_jobs=1, random_state=42), 'feature_selection__threshold': '1.25*median'}",0.8213062304796175,0.8490482347108741,0.7252940543611537,0.8400277717432072,0.8691063662256178,0.8209565315040941,0.0502447895796627,17,0.9226273949137633,0.9123876002204939,0.9299541890158423,0.919350571253653,0.9179703909542501,0.9204580292716005,0.005786705969823679,-3.564422526563416,-3.850430816401693,-4.940214431112673,-4.136269429035197,-2.945168344595685,-3.8873011095417325,0.6578504133159988,17,-2.650968370791677,-2.711832224666326,-2.459006336487437,-2.564392948077429,-2.740408121884721,-2.625321600381518,0.10272275313101392,-2.3696117046365583,-2.787416546228995,-3.0085818709061547,-2.5696828375852614,-2.2448555952375853,-2.5960297109189105,0.276445559294428,17,-1.6448584510989448,-1.755392837325635,-1.6662641522885027,-1.6724261632958177,-1.7376871090257093,-1.6953257426069217,0.04317048878441368
0.22829608917236327,0.0023621852483979794,0.011688566207885743,0.00027699226313305977,0.8,200.0,4.0,3,0.01,GradientBoostingRegressor(random_state=42),median,,,"{'model__subsample': 0.8, 'model__n_estimators': 200, 'model__min_samples_leaf': 4, 'model__max_depth': 3, 'model__learning_rate': 0.01, 'model': GradientBoostingRegressor(random_state=42), 'feature_selection__threshold': 'median'}",0.7859513131687509,0.849965465361288,0.687275022403464,0.8123571319050411,0.8410859031385846,0.7953269671954257,0.05853613904633738,18,0.8898640270076386,0.889312068121145,0.8993303153515968,0.8870804501348841,0.8929174878848752,0.8917008697000279,0.004245403202895234,-3.901133014474382,-3.838714774197831,-5.271000475609463,-4.479737376237374,-3.245129808717599,-4.14714308984733,0.6845365330331481,18,-3.1628276935915327,-3.04810670009344,-2.9479350991685513,-3.034369715689759,-3.1310442157454457,-3.0648566848577454,0.07597339307422814,-2.7683602853867186,-2.826290474458042,-3.228396705532492,-3.014257884438541,-2.5239185503086703,-2.872244780024893,0.23716950250934504,18,-2.3177102689003117,-2.2745406857075907,-2.21523751155701,-2.285694816476789,-2.33492638780378,-2.285621934089096,0.041321560231361874
0.15027985572814942,0.0008297644181916073,0.011297464370727539,4.8152054140657536e-05,,,,,,Ridge(),1.25*median,,100.0,"{'model__alpha': 100.0, 'model': Ridge(), 'feature_selection__threshold': '1.25*median'}",0.7448511464999346,0.7677569918290716,0.5607375480896578,0.826086780360716,0.8080377395796785,0.7414940412718117,0.09482396094452884,19,0.7808069849079636,0.7597836113205532,0.7955529487612368,0.7543697074131076,0.7641747966968727,0.7709376098199467,0.01515230800800461,-4.259231886356359,-4.775969563842674,-6.247033157624007,-4.312735470248562,-3.5666360041162313,-4.632321216437566,0.8949799070225318,19,-4.461945811513765,-4.490361916227311,-4.201061017829194,-4.4753281891396846,-4.646490289726876,-4.455037444887366,0.1434332425943029,-2.738098549500005,-3.445341094533331,-3.83166090577454,-3.3702273016208464,-2.9122077451314468,-3.259507119312034,0.39157041064413495,19,-3.187202299411456,-3.206417081298389,-3.120638983988454,-3.097833959195151,-3.2401197716546157,-3.170442419109613,0.05325856544449317
0.18353958129882814,0.002264819653752114,0.011279582977294922,0.00015922741564316185,1.0,100.0,2.0,3,0.01,GradientBoostingRegressor(random_state=42),1.25*median,,,"{'model__subsample': 1.0, 'model__n_estimators': 100, 'model__min_samples_leaf': 2, 'model__max_depth': 3, 'model__learning_rate': 0.01, 'model': GradientBoostingRegressor(random_state=42), 'feature_selection__threshold': '1.25*median'}",0.6606575890204064,0.7043932547523393,0.553474310326195,0.7077772099810977,0.6910034252909456,0.6634611578741968,0.05745066084128926,20,0.761212728406097,0.753234807684896,0.7606315933835375,0.7557905410036757,0.7599480462397898,0.7581635433435993,0.0031143804016261815,-4.911945563200989,-5.388245765070843,-6.298468987686304,-5.59040876904672,-4.5250949278579435,-5.342832802572559,0.6051373000292192,20,-4.657110289426993,-4.5511586922744405,-4.54571264296663,-4.462365784098775,-4.687945430019827,-4.580858567757334,0.08177992362317346,-3.7158840677909932,-3.8747472372630956,-4.029757793630861,-4.1522766863193254,-3.470173756278446,-3.848567908256544,0.23939143237530064,20,-3.493656625910482,-3.4104760055820535,-3.4331906896284905,-3.3561059348673985,-3.5662533277835577,-3.4519365167543965,0.07219803492890874
